Total population,Total households,PCT WHITE COLLAR,PCT BLUE COLLAR,Median income,Mean income,B08604,Daytime Population,id,Geographic Area Name
8668,2754,82.7,17.3,133333,142161,4315.191323,8951.191323,1400000US48085030301,"Census Tract 303.01, Collin County, Texas"
5040,1516,82,17.9,189757,243746,2509.063713,5377.063713,1400000US48085030302,"Census Tract 303.02, Collin County, Texas"
9572,3311,84.2,15.8,151483,186570,4765.229735,10018.22973,1400000US48085030303,"Census Tract 303.03, Collin County, Texas"
6926,2160,84.3,15.7,146382,166533,3447.971285,7377.971285,1400000US48085030304,"Census Tract 303.04, Collin County, Texas"
8234,3016,76.5,23.5,109531,148771,4099.133059,8640.133059,1400000US48085030306,"Census Tract 303.06, Collin County, Texas"
11777,3636,75,24.9,140000,157070,5862.945109,11571.94511,1400000US48085030307,"Census Tract 303.07, Collin County, Texas"
7407,2407,75.2,24.8,117199,125407,3687.427564,8026.427564,1400000US48085030403,"Census Tract 304.03, Collin County, Texas"
5941,2333,84.8,15.2,111000,120059,2957.608635,5743.608635,1400000US48085030404,"Census Tract 304.04, Collin County, Texas"
5581,2623,80.4,19.6,68246,82394,2778.389798,5232.389798,1400000US48085030405,"Census Tract 304.05, Collin County, Texas"
4951,2142,74.1,25.9,53417,114393,2464.756834,4722.756834,1400000US48085030406,"Census Tract 304.06, Collin County, Texas"
4380,1468,93.5,6.5,158875,238014,2180.495846,4779.495846,1400000US48085030407,"Census Tract 304.07, Collin County, Texas"
2950,1464,52.8,47.3,50483,59143,1468.5988,2706.5988,1400000US48085030409,"Census Tract 304.09, Collin County, Texas"
3824,1878,68.3,31.7,70924,77701,1903.702309,3475.702309,1400000US48085030410,"Census Tract 304.10, Collin County, Texas"
3455,2093,81.7,18.3,82176,126220,1720.003002,3197.003002,1400000US48085030504,"Census Tract 305.04, Collin County, Texas"
5429,3942,79.4,20.6,76543,90862,2702.719623,4408.719623,1400000US48085030505,"Census Tract 305.05, Collin County, Texas"
4188,2031,81.8,18.2,120208,126388,2084.912467,3631.912467,1400000US48085030506,"Census Tract 305.06, Collin County, Texas"
1900,651,86.4,13.6,141991,151355,945.8771935,1826.877194,1400000US48085030507,"Census Tract 305.07, Collin County, Texas"
3103,1082,83.9,16,120000,136332,1544.766806,3166.766806,1400000US48085030509,"Census Tract 305.09, Collin County, Texas"
3752,1201,85.2,14.7,108906,126975,1867.858542,3819.858542,1400000US48085030510,"Census Tract 305.10, Collin County, Texas"
12502,3860,87.9,12,164256,208974,6223.871933,12711.87193,1400000US48085030511,"Census Tract 305.11, Collin County, Texas"
5949,1606,81.9,18.1,188235,219073,2961.591276,5978.591276,1400000US48085030512,"Census Tract 305.12, Collin County, Texas"
7286,2338,74.7,25.3,107251,119890,3627.190122,6914.190122,1400000US48085030515,"Census Tract 305.15, Collin County, Texas"
7327,2275,84,16,129566,131997,3647.601156,7359.601156,1400000US48085030516,"Census Tract 305.16, Collin County, Texas"
10501,3651,84.6,15.3,110691,131519,5227.713899,10553.7139,1400000US48085030517,"Census Tract 305.17, Collin County, Texas"
9052,2466,90.3,9.7,177308,193222,4506.358082,9624.358082,1400000US48085030518,"Census Tract 305.18, Collin County, Texas"
6479,2437,82.6,17.4,151654,158317,3225.44123,6242.44123,1400000US48085030519,"Census Tract 305.19, Collin County, Texas"
7018,2283,87.2,12.8,131224,152532,3493.771655,7338.771655,1400000US48085030520,"Census Tract 305.20, Collin County, Texas"
5245,1484,85.8,14.1,124665,153384,2611.118884,5395.118884,1400000US48085030521,"Census Tract 305.21, Collin County, Texas"
7053,2256,80.7,19.2,113235,133843,3511.195708,7180.195708,1400000US48085030524,"Census Tract 305.24, Collin County, Texas"
5601,2040,89.5,10.5,111870,184262,2788.3464,5712.3464,1400000US48085030525,"Census Tract 305.25, Collin County, Texas"
3308,1200,76.3,23.8,107661,136849,1646.821977,3343.821977,1400000US48085030529,"Census Tract 305.29, Collin County, Texas"
7739,2553,79.7,20.3,141007,148096,3852.707158,8286.707158,1400000US48085030531,"Census Tract 305.31, Collin County, Texas"
2799,1179,83.5,16.5,110325,117972,1393.426455,2567.426455,1400000US48085030532,"Census Tract 305.32, Collin County, Texas"
2996,1116,86.1,13.9,165000,155962,1491.498985,2810.498985,1400000US48085030533,"Census Tract 305.33, Collin County, Texas"
2934,1049,66.6,33.4,134781,161649,1460.633519,2599.633519,1400000US48085030534,"Census Tract 305.34, Collin County, Texas"
2831,1343,76.5,23.5,75638,99878,1409.357018,2970.357018,1400000US48085030535,"Census Tract 305.35, Collin County, Texas"
7221,2058,82,17.8,142905,144250,3594.831165,7378.831165,1400000US48085030536,"Census Tract 305.36, Collin County, Texas"
6170,2013,92.1,7.8,133118,136289,3071.611728,6247.611728,1400000US48085030537,"Census Tract 305.37, Collin County, Texas"
5778,1844,84.5,15.4,132660,164532,2876.462328,5774.462328,1400000US48085030538,"Census Tract 305.38, Collin County, Texas"
6791,2134,87.9,12,108696,117304,3380.764222,6617.764222,1400000US48085030539,"Census Tract 305.39, Collin County, Texas"
3063,1673,65.3,34.7,56472,59111,1524.853602,2681.853602,1400000US48085030540,"Census Tract 305.40, Collin County, Texas"
2938,1083,87.4,12.6,145307,140774,1462.624839,2878.624839,1400000US48085030541,"Census Tract 305.41, Collin County, Texas"
5258,2962,77.4,22.6,88264,119871,2617.590676,4708.590676,1400000US48085030542,"Census Tract 305.42, Collin County, Texas"
2889,1432,79.6,20.4,65069,81142,1438.231164,3101.231164,1400000US48085030543,"Census Tract 305.43, Collin County, Texas"
5838,2062,84.1,15.8,96528,124334,2906.332135,5577.332135,1400000US48085030544,"Census Tract 305.44, Collin County, Texas"
2733,1063,85.2,14.8,139534,167212,1360.569668,2912.569668,1400000US48085030545,"Census Tract 305.45, Collin County, Texas"
5138,1804,89.5,10.5,160221,172843,2557.851063,4986.851063,1400000US48085030546,"Census Tract 305.46, Collin County, Texas"
6211,2189,81.9,18.1,151944,156083,3092.022763,6375.022763,1400000US48085030547,"Census Tract 305.47, Collin County, Texas"
6474,1939,72.4,27.6,135375,135112,3222.952079,5891.952079,1400000US48085030548,"Census Tract 305.48, Collin County, Texas"
2807,948,69.2,30.9,85179,119211,1397.409096,2763.409096,1400000US48085030549,"Census Tract 305.49, Collin County, Texas"
4390,1617,87.4,12.7,97542,108667,2185.474147,4076.474147,1400000US48085030550,"Census Tract 305.50, Collin County, Texas"
3829,893,72,28,109688,138039,1906.19146,4027.19146,1400000US48085030604,"Census Tract 306.04, Collin County, Texas"
7194,2461,57.6,42.4,84031,78933,3581.389753,7371.389753,1400000US48085030605,"Census Tract 306.05, Collin County, Texas"
5648,2408,81.3,18.6,68495,111163,2811.744415,5677.744415,1400000US48085030606,"Census Tract 306.06, Collin County, Texas"
5633,1942,85.1,14.9,147250,173790,2804.276964,5803.276964,1400000US48085030607,"Census Tract 306.07, Collin County, Texas"
1745,698,55.5,44.4,79900,110323,868.7135277,1617.713528,1400000US48085030608,"Census Tract 306.08, Collin County, Texas"
8433,2889,76,24,103864,134961,4198.201249,7995.201249,1400000US48085030609,"Census Tract 306.09, Collin County, Texas"
3416,1364,51,48.9,85130,80594,1700.587628,3266.587628,1400000US48085030701,"Census Tract 307.01, Collin County, Texas"
5814,2115,56.1,43.9,70000,112810,2894.384212,5663.384212,1400000US48085030702,"Census Tract 307.02, Collin County, Texas"
4608,2100,67.9,32,55897,68801,2294.001109,4278.001109,1400000US48085030801,"Census Tract 308.01, Collin County, Texas"
5877,2409,53.8,46.4,44133,61795,2925.747509,5957.747509,1400000US48085030802,"Census Tract 308.02, Collin County, Texas"
2247,614,35.2,64.7,34152,60081,1118.624239,2378.624239,1400000US48085030901,"Census Tract 309.01, Collin County, Texas"
0,0,#VALUE!,#VALUE!,-,-,0,0,1400000US48085030902,"Census Tract 309.02, Collin County, Texas"
7488,2704,41.2,58.9,33125,84517,3727.751803,8272.751803,1400000US48085030903,"Census Tract 309.03, Collin County, Texas"
7724,2703,48.8,51.2,83381,98423,3845.239707,7481.239707,1400000US48085031003,"Census Tract 310.03, Collin County, Texas"
3500,1357,40.8,59.2,57589,67263,1742.405356,3543.405356,1400000US48085031005,"Census Tract 310.05, Collin County, Texas"
2348,837,50.2,49.8,68636,103581,1168.905079,2312.905079,1400000US48085031006,"Census Tract 310.06, Collin County, Texas"
4018,1353,60.9,39.1,83311,99662,2000.281349,3985.281349,1400000US48085031007,"Census Tract 310.07, Collin County, Texas"
2713,1056,48.3,51.8,52000,81462,1350.613066,2821.613066,1400000US48085031008,"Census Tract 310.08, Collin County, Texas"
5196,2005,69.3,30.8,63500,75296,2586.725209,5837.725209,1400000US48085031101,"Census Tract 311.01, Collin County, Texas"
5239,1954,57.2,42.7,87902,106184,2608.131904,5162.131904,1400000US48085031102,"Census Tract 311.02, Collin County, Texas"
5526,1940,62.9,37,89470,106242,2751.009143,5398.009143,1400000US48085031201,"Census Tract 312.01, Collin County, Texas"
5206,1691,62.4,37.5,99464,106457,2591.70351,5013.70351,1400000US48085031202,"Census Tract 312.02, Collin County, Texas"
6543,2025,62.7,37.4,101641,115815,3257.302356,6336.302356,1400000US48085031308,"Census Tract 313.08, Collin County, Texas"
4254,1431,71.5,28.6,140761,164809,2117.769253,4249.769253,1400000US48085031314,"Census Tract 313.14, Collin County, Texas"
5087,1645,61,39.1,105662,100356,2532.461728,4733.461728,1400000US48085031318,"Census Tract 313.18, Collin County, Texas"
3953,1522,61.8,38.3,61230,81485,1967.922393,3705.922393,1400000US48085031319,"Census Tract 313.19, Collin County, Texas"
6426,2091,53.5,46.5,102596,100214,3199.056234,5563.056234,1400000US48085031320,"Census Tract 313.20, Collin County, Texas"
5350,1637,81.8,18.3,113854,120975,2663.391045,5648.391045,1400000US48085031321,"Census Tract 313.21, Collin County, Texas"
6283,2424,69.3,30.8,87333,110761,3127.86653,6084.86653,1400000US48085031322,"Census Tract 313.22, Collin County, Texas"
5354,1588,66.5,33.5,106011,119192,2665.382365,4853.382365,1400000US48085031323,"Census Tract 313.23, Collin County, Texas"
4601,1586,88.9,11,138654,153658,2290.516299,4745.516299,1400000US48085031324,"Census Tract 313.24, Collin County, Texas"
1809,676,87.2,12.8,99545,131520,900.5746542,1609.574654,1400000US48085031325,"Census Tract 313.25, Collin County, Texas"
5823,1612,76.3,23.8,204250,221650,2898.864683,6011.864683,1400000US48085031326,"Census Tract 313.26, Collin County, Texas"
3624,1064,86.7,13.3,168658,172898,1804.136289,3779.136289,1400000US48085031327,"Census Tract 313.27, Collin County, Texas"
4015,1071,83.4,16.6,134693,177263,1998.787859,4255.787859,1400000US48085031328,"Census Tract 313.28, Collin County, Texas"
7638,1861,77.3,22.8,115515,133087,3802.426318,7792.426318,1400000US48085031329,"Census Tract 313.29, Collin County, Texas"
5823,1818,73.9,26.1,110457,119426,2898.864683,5401.864683,1400000US48085031330,"Census Tract 313.30, Collin County, Texas"
3819,1177,59.9,40.1,69671,84268,1901.213159,3994.213159,1400000US48085031331,"Census Tract 313.31, Collin County, Texas"
5523,1624,67.1,32.9,100214,117993,2749.515652,5347.515652,1400000US48085031332,"Census Tract 313.32, Collin County, Texas"
3815,1085,76.4,23.6,104808,136441,1899.221839,3865.221839,1400000US48085031333,"Census Tract 313.33, Collin County, Texas"
3935,1105,81.9,18.1,128906,145188,1958.961451,4040.961451,1400000US48085031334,"Census Tract 313.34, Collin County, Texas"
5261,1695,78.1,21.9,129293,156812,2619.084166,5127.084166,1400000US48085031335,"Census Tract 313.35, Collin County, Texas"
4414,1681,84.4,15.7,120658,160876,2197.42207,4310.42207,1400000US48085031336,"Census Tract 313.36, Collin County, Texas"
3648,1025,76,24.1,118875,143870,1816.084212,3456.084212,1400000US48085031408,"Census Tract 314.08, Collin County, Texas"
5929,1705,79,21.1,135720,142361,2951.634674,6058.634674,1400000US48085031411,"Census Tract 314.11, Collin County, Texas"
5684,2487,90.6,9.5,78580,167722,2829.666299,5848.666299,1400000US48085031412,"Census Tract 314.12, Collin County, Texas"
8421,2089,86.3,13.7,102134,122491,4192.227288,9250.227288,1400000US48085031413,"Census Tract 314.13, Collin County, Texas"
8005,2113,88.7,11.3,132292,163709,3985.129965,8457.129965,1400000US48085031414,"Census Tract 314.14, Collin County, Texas"
6287,2237,73.3,26.7,154558,201684,3129.85785,5277.85785,1400000US48085031415,"Census Tract 314.15, Collin County, Texas"
9543,3206,72.4,27.6,181232,185723,4750.792662,8541.792662,1400000US48085031416,"Census Tract 314.16, Collin County, Texas"
4324,1632,92.5,7.5,159803,170479,2152.61736,4351.61736,1400000US48085031417,"Census Tract 314.17, Collin County, Texas"
5729,1935,83.9,16.1,188678,188543,2852.068653,5904.068653,1400000US48085031418,"Census Tract 314.18, Collin County, Texas"
4943,1696,80.2,19.8,122000,219915,2460.774193,4976.774193,1400000US48085031419,"Census Tract 314.19, Collin County, Texas"
2854,1566,77.3,22.7,89226,112342,1420.807111,3210.807111,1400000US48085031420,"Census Tract 314.20, Collin County, Texas"
3612,1201,82.5,17.5,134167,130987,1798.162328,3622.162328,1400000US48085031421,"Census Tract 314.21, Collin County, Texas"
4626,1621,79.1,21,90184,106486,2302.962051,4477.962051,1400000US48085031422,"Census Tract 314.22, Collin County, Texas"
3623,1164,82.9,17,89030,100048,1803.638459,3564.638459,1400000US48085031423,"Census Tract 314.23, Collin County, Texas"
3493,1213,70.8,29.2,101336,127996,1738.920546,3100.920546,1400000US48085031424,"Census Tract 314.24, Collin County, Texas"
4992,1776,71,29.1,113722,116946,2485.167868,4827.167868,1400000US48085031425,"Census Tract 314.25, Collin County, Texas"
6429,2423,81.8,18.2,80184,99957,3200.549725,6184.549725,1400000US48085031504,"Census Tract 315.04, Collin County, Texas"
6749,2979,76.7,23.2,80822,114978,3359.855357,6747.855357,1400000US48085031507,"Census Tract 315.07, Collin County, Texas"
5932,2025,69.1,30.9,90959,104613,2953.128164,5657.128164,1400000US48085031508,"Census Tract 315.08, Collin County, Texas"
4142,1555,85.5,14.6,126158,138972,2062.012282,4068.012282,1400000US48085031509,"Census Tract 315.09, Collin County, Texas"
5224,2027,82.8,17.2,137169,150882,2600.664452,4978.664452,1400000US48085031510,"Census Tract 315.10, Collin County, Texas"
5400,2022,51.1,48.9,54581,73116,2688.28255,5939.28255,1400000US48085031511,"Census Tract 315.11, Collin County, Texas"
3918,1279,58.1,41.9,72895,92124,1950.498339,3933.498339,1400000US48085031512,"Census Tract 315.12, Collin County, Texas"
3671,1351,73.5,26.5,93054,89536,1827.534304,3567.534304,1400000US48085031611,"Census Tract 316.11, Collin County, Texas"
5712,2106,83.6,16.3,119038,132712,2843.605542,5914.605542,1400000US48085031613,"Census Tract 316.13, Collin County, Texas"
6104,2936,86.3,13.5,70984,104764,3038.754942,5890.754942,1400000US48085031621,"Census Tract 316.21, Collin County, Texas"
6642,2399,73.1,26.8,103542,114977,3306.587536,6617.587536,1400000US48085031622,"Census Tract 316.22, Collin County, Texas"
2526,1154,74.8,25.2,71215,111258,1257.518837,2212.518837,1400000US48085031623,"Census Tract 316.23, Collin County, Texas"
3121,1361,60.5,39.4,58333,67719,1553.727748,2983.727748,1400000US48085031624,"Census Tract 316.24, Collin County, Texas"
4569,1800,83.7,16.3,119547,126594,2274.585735,4002.585735,1400000US48085031625,"Census Tract 316.25, Collin County, Texas"
2284,909,87.8,12.2,117083,128925,1137.043953,2229.043953,1400000US48085031626,"Census Tract 316.26, Collin County, Texas"
5478,1951,72.6,27.4,76655,106303,2727.113298,5554.113298,1400000US48085031627,"Census Tract 316.27, Collin County, Texas"
4037,1483,73.2,26.8,90199,104270,2009.740121,3942.740121,1400000US48085031628,"Census Tract 316.28, Collin County, Texas"
4058,1321,70.9,29.1,86307,99818,2020.194553,3895.194553,1400000US48085031629,"Census Tract 316.29, Collin County, Texas"
4492,1544,81.8,18.2,104037,132979,2236.252817,4534.252817,1400000US48085031630,"Census Tract 316.30, Collin County, Texas"
5499,1997,58.3,41.7,97183,110327,2737.56773,4931.56773,1400000US48085031631,"Census Tract 316.31, Collin County, Texas"
5908,2555,73.5,26.5,59015,99026,2941.180242,5936.180242,1400000US48085031632,"Census Tract 316.32, Collin County, Texas"
4308,1444,72.6,27.4,101471,108579,2144.652079,3913.652079,1400000US48085031633,"Census Tract 316.33, Collin County, Texas"
3336,1168,76.4,23.7,80353,91137,1660.76122,3055.76122,1400000US48085031634,"Census Tract 316.34, Collin County, Texas"
4664,1832,66,34.1,82863,88183,2321.879595,4050.879595,1400000US48085031635,"Census Tract 316.35, Collin County, Texas"
7466,2997,85.2,14.7,98500,125576,3716.79954,7044.79954,1400000US48085031636,"Census Tract 316.36, Collin County, Texas"
7003,2385,92,8,119245,131588,3486.304203,6753.304203,1400000US48085031639,"Census Tract 316.39, Collin County, Texas"
6671,2173,92.1,8,136591,155344,3321.024609,6650.024609,1400000US48085031641,"Census Tract 316.41, Collin County, Texas"
5120,1724,83.6,16.4,134868,141461,2548.890121,5215.890121,1400000US48085031642,"Census Tract 316.42, Collin County, Texas"
4757,1913,75.5,24.6,87438,116173,2368.177794,4585.177794,1400000US48085031643,"Census Tract 316.43, Collin County, Texas"
1766,622,86.5,13.5,162727,211363,879.1679599,1704.16796,1400000US48085031645,"Census Tract 316.45, Collin County, Texas"
5424,2193,90.5,9.4,197404,256685,2700.230472,5272.230472,1400000US48085031646,"Census Tract 316.46, Collin County, Texas"
3388,1525,80.3,19.6,91544,154938,1686.648385,3403.648385,1400000US48085031647,"Census Tract 316.47, Collin County, Texas"
5016,2530,86.1,13.9,113893,179475,2497.115791,4830.115791,1400000US48085031649,"Census Tract 316.49, Collin County, Texas"
4706,1540,93.7,6.3,153350,210967,2342.788459,4782.788459,1400000US48085031654,"Census Tract 316.54, Collin County, Texas"
4325,2065,84.3,15.7,93306,101780,2153.11519,4066.11519,1400000US48085031655,"Census Tract 316.55, Collin County, Texas"
3102,1835,89.5,10.6,73038,93058,1544.268976,2568.268976,1400000US48085031657,"Census Tract 316.57, Collin County, Texas"
2511,1164,84.2,15.9,84338,82649,1250.051386,2314.051386,1400000US48085031659,"Census Tract 316.59, Collin County, Texas"
4515,2017,89.4,10.5,106004,128187,2247.70291,4747.70291,1400000US48085031660,"Census Tract 316.60, Collin County, Texas"
3465,1150,88.3,11.7,138413,154413,1724.981303,3488.981303,1400000US48085031661,"Census Tract 316.61, Collin County, Texas"
4355,1455,88.1,11.9,125429,142434,2168.050094,4252.050094,1400000US48085031662,"Census Tract 316.62, Collin County, Texas"
3691,1334,89.9,10.1,121438,139956,1837.490906,3681.490906,1400000US48085031663,"Census Tract 316.63, Collin County, Texas"
3821,1266,89.6,10.5,164000,186664,1902.208819,3734.208819,1400000US48085031664,"Census Tract 316.64, Collin County, Texas"
2639,1484,82.2,17.8,67981,80573,1313.773639,2630.773639,1400000US48085031665,"Census Tract 316.65, Collin County, Texas"
5831,2151,81.3,18.7,104595,145625,2902.847324,5799.847324,1400000US48085031666,"Census Tract 316.66, Collin County, Texas"
2986,1193,87,12.9,118750,205401,1486.520684,2901.520684,1400000US48085031667,"Census Tract 316.67, Collin County, Texas"
4732,2025,97,3,"250,000+",391789,2355.732042,4682.732042,1400000US48085031668,"Census Tract 316.68, Collin County, Texas"
2258,1033,86.7,13.3,117813,161848,1124.10037,2073.10037,1400000US48085031669,"Census Tract 316.69, Collin County, Texas"
573,631,89.2,10.9,-,99606,285.2566484,439.2566484,1400000US48085031670,"Census Tract 316.70, Collin County, Texas"
2710,1853,93.5,6.4,77891,92783,1349.119576,1920.119576,1400000US48085031671,"Census Tract 316.71, Collin County, Texas"
1951,1193,84.7,15.2,94095,104683,971.2665287,1518.266529,1400000US48085031672,"Census Tract 316.72, Collin County, Texas"
2947,1476,84.3,15.7,80572,79417,1467.10531,3131.10531,1400000US48085031673,"Census Tract 316.73, Collin County, Texas"
4481,1963,85.9,14.2,98961,140101,2230.776686,4055.776686,1400000US48085031674,"Census Tract 316.74, Collin County, Texas"
2520,979,88.8,11.2,102625,127909,1254.531857,2646.531857,1400000US48085031675,"Census Tract 316.75, Collin County, Texas"
4268,1796,76.7,23.3,101469,123854,2124.738875,3926.738875,1400000US48085031676,"Census Tract 316.76, Collin County, Texas"
3502,1020,85.2,14.9,172069,203842,1743.401017,3516.401017,1400000US48085031677,"Census Tract 316.77, Collin County, Texas"
3282,1062,84.8,15.1,134875,184075,1633.878394,3244.878394,1400000US48085031678,"Census Tract 316.78, Collin County, Texas"
2304,866,87.3,12.7,143417,142811,1147.000555,2205.000555,1400000US48085031679,"Census Tract 316.79, Collin County, Texas"
4214,1270,90,10.1,231700,228498,2097.856049,4383.856049,1400000US48085031680,"Census Tract 316.80, Collin County, Texas"
2586,898,83.4,16.7,101122,116559,1287.388643,2529.388643,1400000US48085031681,"Census Tract 316.81, Collin County, Texas"
4516,1725,84.4,15.5,88992,124759,2248.20074,4414.20074,1400000US48085031682,"Census Tract 316.82, Collin County, Texas"
3881,1906,85.9,14.2,80240,151400,1932.078625,3532.078625,1400000US48085031704,"Census Tract 317.04, Collin County, Texas"
2585,892,93.8,6.1,230428,305643,1286.890813,2793.890813,1400000US48085031706,"Census Tract 317.06, Collin County, Texas"
4362,2289,75.5,24.5,69529,111162,2171.534904,4020.534904,1400000US48085031708,"Census Tract 317.08, Collin County, Texas"
5373,2487,89.6,10.4,84359,97943,2674.841137,5520.841137,1400000US48085031709,"Census Tract 317.09, Collin County, Texas"
3348,1721,80.3,19.6,86648,138008,1666.735181,3162.735181,1400000US48085031711,"Census Tract 317.11, Collin County, Texas"
4821,2862,68.1,31.9,60583,79835,2400.038921,4045.038921,1400000US48085031713,"Census Tract 317.13, Collin County, Texas"
2791,1245,84,15.9,133258,175874,1389.443814,2730.443814,1400000US48085031715,"Census Tract 317.15, Collin County, Texas"
2898,1606,83,17,71750,132710,1442.711635,2513.711635,1400000US48085031716,"Census Tract 317.16, Collin County, Texas"
1910,1282,80.8,19.2,60716,97293,950.8554945,1556.855495,1400000US48085031717,"Census Tract 317.17, Collin County, Texas"
2552,1065,85.3,14.6,122841,135319,1270.46242,2396.46242,1400000US48085031718,"Census Tract 317.18, Collin County, Texas"
1836,997,85.5,14.4,77011,130125,914.016067,1693.016067,1400000US48085031719,"Census Tract 317.19, Collin County, Texas"
4087,2040,63.4,36.5,33222,46112,2034.631626,3776.631626,1400000US48085031720,"Census Tract 317.20, Collin County, Texas"
1839,1201,78.2,21.8,102908,105007,915.5095573,1537.509557,1400000US48085031721,"Census Tract 317.21, Collin County, Texas"
2917,1967,83.7,16.3,43695,58736,1452.170407,2098.170407,1400000US48085031722,"Census Tract 317.22, Collin County, Texas"
3495,1925,63,37,44932,50836,1739.916206,3120.916206,1400000US48085031723,"Census Tract 317.23, Collin County, Texas"
2221,1630,77.3,22.7,52993,77273,1105.680656,1847.680656,1400000US48085031724,"Census Tract 317.24, Collin County, Texas"
2974,1424,85.8,14.2,72222,77272,1480.546723,3024.546723,1400000US48085031806,"Census Tract 318.06, Collin County, Texas"
4554,2273,79.2,20.8,70301,92695,2267.118284,4506.118284,1400000US48085031807,"Census Tract 318.07, Collin County, Texas"
4348,1512,60.4,39.5,97350,136228,2164.565283,4333.565283,1400000US48085031808,"Census Tract 318.08, Collin County, Texas"
1373,721,86.3,13.7,62843,82519,683.5207298,1304.52073,1400000US48085031809,"Census Tract 318.09, Collin County, Texas"
1557,798,85.1,14.9,70931,67418,775.1214686,1609.121469,1400000US48085031810,"Census Tract 318.10, Collin County, Texas"
1662,1253,78.6,21.5,68185,70717,827.3936293,1294.393629,1400000US48085031811,"Census Tract 318.11, Collin County, Texas"
1120,761,78.9,21.1,70227,88714,557.5697141,1473.569714,1400000US48085031812,"Census Tract 318.12, Collin County, Texas"
2287,363,64,36,11250,20104,1138.537443,2529.537443,1400000US48085031813,"Census Tract 318.13, Collin County, Texas"
1932,848,87.3,12.7,106359,133111,961.8077568,1710.807757,1400000US48085031814,"Census Tract 318.14, Collin County, Texas"
3764,1712,89.2,10.8,103274,113562,1873.832503,3570.832503,1400000US48085031815,"Census Tract 318.15, Collin County, Texas"
2054,971,89.5,10.6,113971,131035,1022.543029,1820.543029,1400000US48085031816,"Census Tract 318.16, Collin County, Texas"
3271,1483,70.1,29.8,56815,82366,1628.402263,2913.402263,1400000US48085031901,"Census Tract 319.01, Collin County, Texas"
3039,1480,51.6,48.4,58304,76011,1512.90568,2644.90568,1400000US48085031902,"Census Tract 319.02, Collin County, Texas"
662,475,94.9,5.2,70489,92828,329.5635274,566.5635274,1400000US48085031903,"Census Tract 319.03, Collin County, Texas"
1680,1244,67.1,32.9,70625,88912,836.3545711,1103.354571,1400000US48085031904,"Census Tract 319.04, Collin County, Texas"
5380,2256,44.6,55.4,36375,50065,2678.325948,5051.325948,1400000US48085032003,"Census Tract 320.03, Collin County, Texas"
4372,1539,69.6,30.4,84792,112081,2176.513205,4051.513205,1400000US48085032008,"Census Tract 320.08, Collin County, Texas"
6947,2119,46.5,53.5,67584,80941,3458.425718,6855.425718,1400000US48085032010,"Census Tract 320.10, Collin County, Texas"
3869,1295,47.7,52.3,49429,63341,1926.104664,3779.104664,1400000US48085032012,"Census Tract 320.12, Collin County, Texas"
6252,2093,63.8,36.2,74019,87979,3112.433797,5987.433797,1400000US48085032013,"Census Tract 320.13, Collin County, Texas"
5335,1233,37.1,62.9,66513,76779,2655.923593,5579.923593,1400000US48085032014,"Census Tract 320.14, Collin County, Texas"
3095,1150,70.7,29.3,72164,96655,1540.784165,2740.784165,1400000US48085032015,"Census Tract 320.15, Collin County, Texas"
2666,910,94.7,5.3,118920,139815,1327.215052,2624.215052,1400000US48085032016,"Census Tract 320.16, Collin County, Texas"
4649,1811,87.9,12.1,95536,116847,2314.412143,4375.412143,1400000US48085032017,"Census Tract 320.17, Collin County, Texas"
2748,1329,81.7,18.3,92370,112564,1368.03712,2664.03712,1400000US48085032018,"Census Tract 320.18, Collin County, Texas"
3147,1028,95.2,4.7,207557,229643,1566.671331,3127.671331,1400000US48085032019,"Census Tract 320.19, Collin County, Texas"
2939,1467,52.5,47.6,41202,66445,1157,2837,1400000US48087950300,"Census Tract 9503, Collingsworth County, Texas"
4459,1961,41.9,58.1,44231,68755,1746.895772,4485.895772,1400000US48089750100,"Census Tract 7501, Colorado County, Texas"
2358,1047,46.5,53.5,45400,55556,923.7901391,2387.790139,1400000US48089750200,"Census Tract 7502, Colorado County, Texas"
5799,3025,56.8,43.2,61761,77121,2271.865571,5579.865571,1400000US48089750300,"Census Tract 7503, Colorado County, Texas"
5347,2867,63,37.1,53027,77316,2094.786206,5178.786206,1400000US48089750400,"Census Tract 7504, Colorado County, Texas"
3394,1855,61.7,38.3,56250,81487,1329.662312,3112.662312,1400000US48089750500,"Census Tract 7505, Colorado County, Texas"
3514,1765,62,38,65095,109570,1589.146984,3560.146984,1400000US48091310100,"Census Tract 3101, Comal County, Texas"
3458,1707,52.3,47.7,52195,69887,1563.821932,2972.821932,1400000US48091310200,"Census Tract 3102, Comal County, Texas"
3529,1341,66,33.9,91250,107210,1595.93048,3665.93048,1400000US48091310301,"Census Tract 3103.01, Comal County, Texas"
5218,2621,54.3,45.6,46402,81925,2359.752124,5733.752124,1400000US48091310302,"Census Tract 3103.02, Comal County, Texas"
5241,2137,39.8,60.1,42317,57649,2370.153484,5003.153484,1400000US48091310401,"Census Tract 3104.01, Comal County, Texas"
5183,1627,50.9,49.1,75129,83282,2343.923966,5244.923966,1400000US48091310404,"Census Tract 3104.04, Comal County, Texas"
3404,1488,64.5,35.5,75179,81856,1539.401347,3152.401347,1400000US48091310405,"Census Tract 3104.05, Comal County, Texas"
5520,1640,69.4,30.6,97065,102607,2496.326509,5563.326509,1400000US48091310406,"Census Tract 3104.06, Comal County, Texas"
